Year,Make,Model,Seller,Location,VIN,Mileage,BodyStyle,Engine,Drivetrain,Transmission,ExteriorColor,InteriorColor,TitleStatus,SellerType,Price,Reserve,Horsepower,Torque
2004,Audi,RS 6,Bigzzz326,"Winnipeg, MB, Canada",WUAZZZ4B24N901590,"83,700",Wagon,4.2L V8,4WD/AWD,Automatic (5-Speed),Mugello Blue,White,Clean (MB),Private Party,"$20,000",Has reserve,"[('450', '')]",['413']
2003,Audi,RS 6,AudisRus,"Edmonton AB, Canada",WUAZZZ4B13N902440,"52,800",Wagon,4.2L Turbocharged V8,4WD/AWD,Automatic (5-Speed),Avus Silver Pearl Effect,Black,Clean (AB),Private Party,"$19,750",Has reserve,"[('450', '')]",['413']
2008,Audi,S8,ExoticsRally,"Lindenhurst, NY 111757",WAUPN94E18N011076,"69,100",Sedan,5.2L V10,4WD/AWD,Automatic (6-Speed),Ibis White,Black and Silver,Clean (NY),Private Party,"$18,888",Has reserve,"[('450', '')]",['398']
2009,Audi,S8,TopherW,"Kingston, ON, Canada",WAUPN94E79N005672,"92,700",Sedan,5.2L V10,4WD/AWD,Automatic (6-Speed),Black Cherry Pearl,Black,Clean (ON),Private Party,"$14,300",Has reserve,"[('450', '')]",['398']
2006,Porsche,Cayenne Turbo,PorschePepper,"Des Moines, IA 50310",WP1AC29P56LA91666,"147,883",SUV/Crossover,4.5L Twin-Turbo V8,4WD/AWD,Automatic (6-speed),Basalt Black Metallic,Havana/Sand Beige,Clean (IA),Private Party,"$12,100",No reserve,"[('450', '')]",['530']
2003,Audi,RS 6,checkmater007,"Chicago, IL 60613",WUAPV64B13N905310,"160,900",Sedan,4.2L Turbocharged V8,4WD/AWD,Automatic (5-Speed),Misano Red Pearl,Ebony ,Clean (IL),Private Party,"$9,866",Has reserve,"[('450', '')]",['428']
2009,Mercedes-Benz,C63 AMG,IsaacZarayan,"Glendale, CA 91206",WDDGF77X99F236896,"62,900",Sedan,6.2L V8,Rear-wheel drive,Automatic (7-speed),Obsidian Black,Black,Clean (CA),Private Party,"$18,221",Has reserve,"[('451', '')]",['443']
2005,Rolls-Royce,Phantom,HooviesGarage,"Wichita, KS 67230",SCA1S68475UX07645,"55,523",Sedan,6.75 V12,Rear-wheel drive,Automatic (6-speed),Blue Velvet Metallic,Beige,Clean (KS),Private Party,"$69,696",No reserve,"[('453', '')]",['531']
2016,Chevrolet,Corvette,Pinkengine,"Rogers, AR 72758",1G1YA2D70G5104576,"16,400",Coupe,6.2L V8,Rear-wheel drive,Manual (7-Speed),Laguna Blue Tintcoat,Jet Black,Clean (AR),Private Party,"$42,000",Has reserve,"[('455', '')]",['460']
2010,Ferrari,California,spazz27,"Pembroke Pines, FL 33331",ZFF65LJA8A0172915,"26,800",Convertible,4.3L V8,Rear-wheel drive,Automatic (7-Speed),Rosso Corsa,Beige,Clean (FL),Private Party,"$81,021",Has reserve,"[('460', '')]",['357']
2019,BMW,M4,tasc13,"Alexandria, VA 22304",WBS3S7C54KAC09452,"4,700",Coupe,3.0L I6,Rear-wheel drive,Automatic (7-Speed),San Marino Blue,Black,Clean (VA),Private Party,"$63,000",Has reserve,"[('460', '')]",['442']
2002,Aston Martin,Vanquish,flatplane,"San Diego, CA 92131",SCFAC23332B500465,"23,000",Coupe,5.9L V12,Rear-wheel drive,Automatic (6-speed),Platinum,Caramel,Clean (CA),Private Party,"$46,300",Has reserve,"[('460', '')]",['400']
2016,Chevrolet,Corvette,shlomomyerblum,"Poughkeepsie, NY 12601",1G1YL2D78G5103699,"1,400",Coupe,6.2L V8,Rear-wheel drive,Manual (7-speed),Corvette Racing Yellow Tintcoat,Jet Black,Clean (NY),Private Party,"$45,500",Has reserve,"[('460', '')]",465
2015,Chevrolet,Corvette,Xaqtly,"Placentia, CA 92870",1G1YL2D74F5108218,"41,200",Coupe,6.2L V8,Rear-wheel drive,Manual (7-speed),Shark Gray Metallic,Jet Black/Medium Gray,Clean (CA),Private Party,"$41,700",Has reserve,"[('460', '')]",['465']
2017,Ford,Mustang,Visceral,"Bethlehem, PA 18020",1FA6P8CF6H5209607,"66,500",Coupe,5.0L V8,Rear-wheel drive,Manual (6-speed),Ingot Silver,Black,Clean (PA),Private Party,"$24,500",Has reserve,"[('460', '')]",['420']
2018,Mercedes-Benz,S560,Slyzter,"Yonkers, NY 10710",WDDXJ8GB1JA032765,"11,000",Coupe,4.0L Turbocharged V8,4WD/AWD,Automatic (9-speed),Diamond White Metallic,Porcelain/Titian Red,Clean (NY),Private Party,"$65,500",Has reserve,"[('463', '')]",['516']
2016,Cadillac,ATS-V,isac55,"Jackson Township, NJ 08527",1G6AN1RYXG0100172,"33,200",Coupe,3.6L V6,Rear-wheel drive,Manual (6-Speed),Velocity Red,Black,Clean (NJ),Private Party,"$30,050",Has reserve,"[('464', '')]",['445']
2015,Lexus,RC F,TBM,"Silver Spring, MD 20906",JTHHP5BC5F5000508,"54,500",Coupe,5.0L V8,Rear-wheel drive,Automatic (8-Speed),Obisidian,Infrared,Clean (MD),Private Party,"$35,250",Has reserve,"[('467', '')]",['389']
2005,Mercedes-Benz,G55 AMG,ULTIMATE_COLLECTOR,"Deerfield Beach, FL 33442",WDCYR71E35X157333,"97,800",Truck,5.5L Supercharged V8,4WD/AWD,Automatic (5-speed),Designo Magno Matte Gray,Black,Clean (FL),Private Party,"$167,000",Has reserve,"[('469', '')]",['516']
2020,Mercedes-Benz,AMG GT,drew_baker,"Fort Worth, TX 76108",WDDYJ7HA7LA025505,"4,300",Coupe,4.0L Turbo V8,Rear-wheel drive,Automatic (7-speed),Diamond White Metallic,Black,Clean (TX),Dealer,"$85,500",Has reserve,"[('469', '')]",['465']
2006,Mercedes-Benz,CLS 55 AMG,sssdisco,"Boca Raton, FL 33431",WDDDJ76X16A060583,"69,500",Sedan,5.4L Supercharged V8,Rear-wheel drive,Automatic (5-Speed),Black,Charcoal,Clean (CA),Dealer,"$20,000",Has reserve,"[('469', '')]",['516']
2004,Mercedes-Benz,E55 AMG,WYO_307,"Arvada, CO 80003",WDBUF76J44A556108,"82,600",Sedan,5.4L Supercharged V8,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Anthracite,Clean (CO),Private Party,"$16,100",Has reserve,"[('469', '')]",['516']
2003,Mercedes-Benz,E55 AMG,dloeb,"Milford, PA 18337",WDBUF76J03A385937,"123,600",Sedan,5.5L Supercharged V8,Rear-wheel drive,Automatic (5-speed),Black,Black,Clean (PA),Private Party,"$15,911",Has reserve,"[('469', '')]",['516']
2006,Mercedes-Benz,E55 AMG,kasteveb,"Okatie, SC 29909",WDBUF76J46A839000,"121,100",Sedan,5.5L Supercharged V8,Rear-wheel drive,Automatic (5-Speed),Black,Charcoal,Clean (NC),Private Party,"$13,200",No reserve,"[('469', '')]",['516']
2005,Mercedes-Benz,E55 AMG,Sasha_Lunin1,"Fort Wayne, IN 46845",WDBUF76J15A782074,"95,300",Sedan,5.4L Supercharged V8,Rear-wheel drive,Automatic (5-speed),Brilliant Silver Metallic,Black,Clean (IN),Private Party,"$9,500",Has reserve,"[('469', '')]",['516']
2011,Aston Martin,Rapide,jmielec,"East Haddam, CT 06423",SCFHDDAJ8BAF01936,"30,600",Sedan,5.9L V12,Rear-wheel drive,Automatic (6-speed),Quantum Silver,Obsidian Black,Clean (CT),Private Party,"$45,250",Has reserve,"[('470', '')]",443 
2011,Jaguar,XJL,CMW,"Fond du Lac, WI 54935",SAJWA2GE9BMV00711,"22,100",Sedan,5.0L Supercharged V8,Rear-wheel drive,Automatic (6-Speed),Celestial Black,Ivory,Clean (FL),Dealer,"$22,000",Has reserve,"[('470', '')]",['424']
2020,Lexus,RC F,RSKANA,"Alva, FL 33920",JTHYP5BC5L5007518,"2,600",Coupe,5.0L V8,Rear-wheel drive,Automatic (8-speed),Ultra White and Carbon,Circuit Red,Clean (FL),Private Party (Lien on title),"$75,000",Has reserve,"[('472', '')]",['395']
2007,Mercedes-Benz,CLK 63 AMG,FloridaCarsGuy,"Beverly Hills, FL 34465",WDBTK77G27T085353,"46,900",Convertible,6.2L V8,Rear-wheel drive,Automatic (7-Speed),Designo Graphite,Black,Clean (FL),Private Party,"$17,800",Has reserve,"[('475', '')]",['465']
2007,Porsche,911 Turbo,1ofX,"Haymarket, VA 20169",WP0AD29937S784887,"85,200",Coupe,3.6L Turbocharged Flat 6,4WD/AWD,Manual (6-speed),Forest Green Metallic,Stone Grey,Clean (VA),Dealer,"$56,000",Has reserve,"[('480', '')]",['457']
2007,Porsche,911,MarcGuisto,"Delray Beach, FL 33483",WP0AD29957S785426,"40,000",Coupe,3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-speed),Black,Black,Clean (FL),Dealer,"$49,997",Has reserve,"[('480', '')]",['457']
2010,Nissan,GT-R,CarGuyTim,"Parsippany-Troy Hills, NJ 07054",JN1AR5EF1AM230390,"90,000",Coupe,3.8L Turbocharged V6,4WD/AWD,Automatic (6-speed DCT),Gunmetal Gray,Black,Clean (IL),Private Party,"$44,500",Has reserve,"[('485', '')]",['434']
2018,Dodge,Challenger,Jmoss1128,"Lyons, IL 60534",2C3CDZFJ1JH138010,"42,900",Coupe,6.4L V8,Rear-wheel drive,Automatic (8-Speed),Destroyer Grey,Black,Clean (IL),Private Party (Lien on Title),"$27,750",Has reserve,"[('485', '')]",['475']
2016,Dodge,Challenger,isharked2much,"Billings, MO 65610",2C3CDZFJ0GH220724,"61,800",Coupe,6.4L V8,Rear-wheel drive,Automatic (8-speed),Granite Crystal Metallic,Black/Sepia,Clean (MO),Private Party,"$25,500",Has reserve,"[('485', '')]",['475']
2003,Mercedes-Benz,SL55 AMG,laeus,"Dallas, TX 75252",WDBSK74F23F041756,"67,900",Coupe,5.4L Supercharged V8,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Black,Clean (TX),Private Party,"$18,000",No reserve,"[('493', ''), ('538', '')]","['516', '566']"
2006,Mercedes-Benz,SL55 AMG,jcarstens,"Austin, TX 78734",WDBSK74F56F114042,"49,900",Convertible,5.4L Supercharged V8,Rear-wheel drive,Automatic (5-Speed),Black,Gray,Clean (TX),Private Party,"$26,250",Has reserve,"[('493', '')]",['516']
2004,Mercedes-Benz,SL55 AMG,sssdisco,"Boca Raton, FL 33431",WDBSK74F64F074454,"38,200",Convertible,5.5L Supercharged V8,Rear-wheel drive,Automatic (5-Speed),Black,Charcoal,Clean,Dealer,"$24,655",Has reserve,"[('493', '')]",['516']
2004,Mercedes-Benz,SL55 AMG,GMK100,"Dallas, TX 75231",WDBSK74F54F079029,"83,300",Convertible,5.4L Supercharged V8,Rear-wheel drive,Automatic (5-speed),Brilliant Silver Metallic,Gray ,Clean (TX),Private Party,"$14,500",Has reserve,"[('493', '')]",['516']
2003,Mercedes-Benz,CL600,jeffcorvette,"New Port Richey, FL 34655",WDBPJ76J23A037035,"58,400",Coupe,5.5L V12,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Anthracite,Clean (FL),Private Party,"$11,400",Has reserve,"[('493', '')]",['590']
2003,Mercedes-Benz,CL600,Rich37215,"Nashville, TN 37215",WDBPJ76J63A036261,"111,000",Coupe,5.5L Twin-Turbocharged V12,Rear-wheel drive,Automatic (5-speed),Black,Anthracite,Clean (TN),Private Party,"$9,999",No reserve,"[('493', '')]",['590']
2003,Mercedes-Benz,CL600,Rich37215,"Nashville, TN 37215",WDBPJ76J63A036261,"111,000",Coupe,5.5L Twin-Turbocharged V12,Rear-wheel drive,Automatic (5-speed),Black,Anthracite,Clean (TN),Private Party,"$7,675",No reserve,"[('493', '')]",['590']
2003,Mercedes-Benz,S600,lptoland88,"St. Simon's Island, GA 31522",WDBNG76J43A349539,"96,000",Sedan,5.5L Turbocharged V12,Rear-wheel drive,Automatic (5-Speed),Alabaster White,Anthracite,Clean (GA),Dealer,"$7,000",Has reserve,"[('493', '')]",['585']
2006,Mercedes-Benz,S55 AMG,NJamesWill,"Utica, MI 48316",WDBNG74J96A467304,"147,800",Sedan,5.5L Supercharged V8,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Black,Clean (MI),Private Party,"$6,100",Has reserve,"[('493', '')]",['516']
2020,Chevrolet,Corvette,theentirety,"San Diego, CA 92101",1G1Y72D4XL5100582,"5,400",Coupe,6.2L V8,Rear-wheel drive,Automatic (8-Speed),Shadow Gray Metallic,Adrenaline Red,Clean (CA),Private Party,"$82,000",No reserve,"[('495', '')]",['470']
2006,BMW,M6,s52z3mc,"Fort Worth, TX 76109",WBSEH93486B797363,"69,800",Coupe,5.0L V10,Rear-wheel drive,Automatic (7-speed),Indianapolis Red,Black Leather,Clean (TX) ,Private Party,"$19,655",Has reserve,"[('500', ''), ('100', '')]",[]
2007,BMW,M6,MoreCylindersMoreFun,"Prospect, KY 40059",WBSEK93517CY78033,"70,400",Convertible,5.0L V10,Rear-wheel drive,Automatic (7-speed),Black Sapphire Metallic,Black,Clean (KY),Private Party,"$18,600",Has reserve,"[('500', ''), ('100', '')]",383 
1987,Porsche,911 Turbo,LuisDG,"Miami, FL 33126",WP0JB093XHS050688,"70,300",Coupe,3.4L Flat-6,Rear-wheel drive,Manual (5-speed),White,Blue,Clean (FL),Private Party,"$46,000",Has reserve,"[('500', ''), ('282', '')]",['278']
2011,Porsche,Cayenne Turbo,203Motoring,"Guilford, CT 06437",WP1AC2A2XBLA86389,"38,000",SUV/Crossover,4.8L Turbocharged V8,4WD/AWD,Automatic (8-speed),Sand White,Luxor Beige,Clean (MT),Private Party,"$33,033",Has reserve,"[('500', '')]",['516']
2008,BMW,M6,Khanquer,"Toronto, ON, Canada",WBSEK93528CY79502,"26,400",Convertible,5.0L V10,Rear-wheel drive,Manual (6-Speed),Space Gray Metallic,Black Merino Leather,Clean (Canada),Private Party,"$22,250",Has reserve,"[('500', '')]",['383']
2006,BMW,M5,qutaba12,"Burbank, IL 60459",WBSNB93516B582000,"55,500",Sedan,5.0L V10,Rear-wheel drive,Automatic (7-Speed),Silverstone II Metallic,Black,Clean (FL),Dealer,"$14,700",Has reserve,"[('500', '')]",['383']
2007,BMW,Alpina B7,Nick312,"Edmonds, WA 98026",WBAHL83577DT89087,"93,600",Sedan,4.4L V8,Rear-wheel drive,Automatic (6-speed),Black,Black,Clean (WA),Private Party,"$13,250",Has reserve,"[('500', '')]",['516']
2007,BMW,Alpina B7,3pedal,"Pond Bank, PA 17202",WBAHL83577DT89381,"141,400",Sedan,4.4L Supercharged V8,Rear-wheel drive,Automatic (6-speed),Titanium Silver Metallic,Black ,Clean (PA),Dealer,"$9,200",No reserve,"[('500', '')]",['516']
2016,Mercedes-Benz,AMG GT,kblask,"Oceanside, CA 92054",WDDYJ7JA7GA007540,"16,500",Coupe,4.0L Turbocharged V8,Rear-wheel drive,Automatic (7-Speed Dual-Clutch),designo Magno Iridium Silver,Red Pepper and Black,Clean (CA),Private Party (Lien on Title),"$70,000",Has reserve,"[('503', '')]",['479']
2017,Mercedes-Benz,C63 AMG,jvago,"Cincinnati, OH 45227",55SWF8HB0HU201731,"21,000",Sedan,4.0L V8,Rear-wheel drive,Automatic (7-Speed),Brilliant Blue Metallic,Red Pepper and Black,Clean (OH),Private Party,"$47,500",Has reserve,"[('503', '')]",['516']
2017,Alfa Romeo,Giulia,pinmaniac,"Jacksonville, FL 32207",ZARFAEAV6H7556272,"28,900",Sedan,2.9L Turbocharged V6,Rear-wheel drive,Automatic (8-Speed),Rosso Competizione Tri-Coat,Black,Clean (PA),Dealer,"$40,000",Has reserve,"[('503', '')]",['403']
2018,Alfa Romeo,Giulia,turbox3,"San Francisco, CA 94103",ZARFAEAV3J7586772,"4,200",Sedan,2.9L Turbocharged V6,Rear-wheel drive,Automatic (8-speed),Trofeo White,Black/Red,Clean (CA),Private Party,"$50,513",Has reserve,"[('505', '')]",['443']
2013,Chevrolet,Corvette,lukefromcoffeehaus,"Detroit, MI 48236",1G1Y73DEXD5701667,"48,700",Convertible,7.0L V8,Rear-wheel drive,Manual (6-speed),Arctic White,Blue Diamond,Clean (MI),Private Party,"$40,250",Has reserve,"[('505', '')]",['470']
2006,Chevrolet,Corvette,Wyatt3244,"Leduc County, AB Canada",1G1YY26E465109835,"13,500",Coupe,7.0L V8,Rear-wheel drive,Manual (6-speed),Velocity Yellow,Black,Clean (Alberta),Private Party,"$34,250",No reserve,"[('505', '')]",['470']
2008,Chevrolet,Corvette,Bigzzz326,"Winnipeg, Manitoba, Canada",1G1YY26E785104955,"43,200",Coupe,7.0L V8,Rear-wheel drive,Manual (6-Speed),Victory Red,Black/Red,Clean (MB),Private Party,"$31,250",Has reserve,"[('505', '')]",['470']
2006,Chevrolet,Corvette,Bigzzz326,"Winnipeg, Manitoba, Canada",1G1YY26E365102665,"55,000",Coupe,7.0L V8,Rear-wheel drive,Manual (6-Speed),LeMans Blue Metallic,Black/Gray,Clean (Manitoba),Private Party,"$24,569",Has reserve,"[('505', '')]",['470']
2007,Mercedes-Benz,E63 AMG,jaybart,"Los Gatos, CA 95033",WDBUH77X87B106649,"166,700",Wagon,6.2L V8,Rear-wheel drive,Automatic (7-speed),Black,Black,Clean (CA),Private Party,"$19,000",Has reserve,"[('507', '')]",['464']
2006,BMW,M5,sleepingM5,"Fort Wayne, IN 46845",WBSNB93516B581560,"112,000",Sedan,5.0L V10,Rear-wheel drive,Automatic (7-Speed),Black Sapphire Metallic,Black,Clean (IN),Private Party,"$18,300",Has reserve,"[('507', '')]",['383']
2006,BMW,M5,tr911,"Parker, CO 80134",WBSNB93506B582814,"130,400",Sedan,5.0L V10,Rear-wheel drive,Automatic (7-Speed),Interlagos Blue,Black,Clean (CO),Dealer,"$14,000",Has reserve,"[('507', '')]",['383']
2007,Mercedes-Benz,E63 AMG,Drilon11,"Oak Creek, WI 53154",WDBUF77X07B066296,"88,300",Sedan,6.2L V8,Rear-wheel drive,Automatic (7-speed),Bright Silver Metallic,Black,Clean (WI),Private Party,"$12,400",Has reserve,"[('507', '')]",['465']
2010,Aston Martin,DBS,carandtrucklvr,"Boca Raton, FL 33432",SCFFDCCD8AGE11559,"2,800",Convertible,6.0L V12,Rear-wheel drive,Automatic (6-Speed),Lightning Silver,Black,Clean (FL),Private Party,"$83,007",Has reserve,"[('510', '')]",['420']
2007,Mercedes-Benz,S600,Aperformance,"Pennington, NJ 08534",WDDNG76X87A082309,"65,300",Sedan,5.5L Turbocharged V12,Rear-wheel drive,Automatic (5-Speed),Designo Mocha Black,Brown,Clean (NJ),Private Party,"$26,250",No reserve,"[('510', '')]",['612']
2012,Mercedes-Benz,S600,itwontstopsnowin,"Fairview, PA 16415",WDDNG7GB4CA457805,"125,600",Sedan,5.5L V12,Rear-wheel drive,Automatic (5-Speed),Designo Mocha Black,Designo Sand,Clean (PA),Dealer,"$25,000",No reserve,"[('510', '')]",['612']
2012,Jaguar,XKR,JaguarXKR,"Richmond, British Columbia, Canada",SAJXA4DC8CMB48275,"56,300",Coupe,5.0L Supercharged V8,Rear-wheel drive,Automatic (6-Speed),Ebony,Warm Charcoal,Clean (Ontario),Private Party,"$21,500",No reserve,"[('510', '')]",['461']
2009,Mercedes-Benz,ML63 AMG,qutaba12,"Burbank, IL 60459",4JGBB77E39A456462,"78,248",SUV/Crossover,6.2L V8,4WD/AWD,Automatic (7-speed),Iridium Silver,Black,Clean,Dealer,"$15,200",Has reserve,"[('510', '')]",['465']
2011,Jaguar,XFR,Kunal,"Los Angeles, CA 90017",SAJWA0JC7BMS01407,"135,500",Sedan,5.0-liter Supercharged V8,Rear-wheel drive,Automatic (6-Speed),Ebony,Warm Charcoal,Clean (CA),Private Party,"$12,000",Has reserve,"[('510', '')]",461 
2008,Chevrolet,Corvette,JParks777,"Ogden, UT 84403",1G1YY26W385115122,"54,000",Coupe,6.8L V8,Rear-wheel drive,Manual (6-Speed),Crystal Red Metallic,Cashmere/Black,Clean (UT),Private Party,"$18,750",Has reserve,"[('511', '')]",['522']
2003,Ferrari,575 M,jprowan,"Savannah, GA 31401",ZFFBV55A230134152,"27,300",Coupe,5.7L V12,Rear-wheel drive,Automatic (6-Speed),Rosso Corsa,Black,Clean (WA),Dealer,"$78,500",Has reserve,"[('515', '')]",['434']
2012,Mercedes-Benz,E63 AMG,buymye63amg,"Orinda, CA 94563",WDDHH7EB7CA599093,"63,700",Wagon,5.5L Turbocharged V8,Rear-wheel drive,Automatic (7-speed),Designo Magno Alanite Grey,Ash,Clean (CA),Private Party,"$39,250",Has reserve,"[('518', '')]",['516']
2012,Mercedes-Benz,E63 AMG,DougDeMuro,"San Diego, CA 92101",WDDHH7EB2CA547533,"87,200",Wagon,5.5L Turbocharged V8,Rear-wheel drive,Automatic (7-speed),Calcite White,Beige and Brown,Clean (CA),Private Party,"$35,000",No reserve,"[('518', '')]",['516']
2008,Mercedes-Benz,S63 AMG,dallasmotorclub,"Fort Worth, TX 76119",WDDNG77X98A189076,"36,900",Sedan,6.2L V8,Rear-wheel drive,Automatic (7-Speed),Designo Mocha Black,Black,Clean (FL),Dealer,"$25,750",Has reserve,"[('518', '')]",['469']
2010,Mercedes-Benz,E63 AMG,sssdisco,"Boca Raton, FL 33431",WDDHF7HB3AA105486,"68,900",Sedan,6.2L V8,Rear-wheel drive,Automatic (7-Speed),Iridium Silver,Black,Clean (IL),Dealer,"$19,000",Has reserve,"[('518', '')]",['465']
2014,Mercedes-Benz,E63 AMG,qualitymotors,"Toronto, Ontario, Canada",WDDHF9CB8EA893237,"104,500",Sedan,5.5L V8,4WD/AWD,Automatic (7-Speed),Iridium Silver Metallic,Black,Clean (Ontario Canada),Dealer,"$18,100",Has reserve,"[('518', '')]",['590']
2008,Mercedes-Benz,E63 AMG,allin938,"Norco, CA 92860",WDBUF77X98B226841,"94,800",Sedan,6.2L V8,Rear-wheel drive,Automatic (7-speed),Black,Black,Clean (CA),Dealer,"$14,500",Has reserve,"[('518', '')]",['465']
1988,Yugo,GV,dspan,"Haverhill, MA 01830",VX1BA1226JK436949,"1,709 Miles Shown - TMU",Hatchback,1.1L I4,Front-wheel drive,Manual (4-Speed),White,Gray,Clean (MA),Private Party,"$6,100",No reserve,"[('52', '')]",['52']
2012,Audi,R8,certifiedautomall,"Howell, NJ 07731",WUAVNAFG0CN002682,"10,100",Convertible,5.2L V10,4WD/AWD,Automatic (6-speed),Black Phantom Pearl ,Black,Clean (NJ),Dealer,"$68,610",Has reserve,"[('525', '')]",['390']
2018,Ford,Mustang,Bluto150,"Woodstock, NY 12498",1FA6P8JZ5J5502451,"4,000",Coupe,5.2L V8,Rear-wheel drive,Manual (6-speed),Meteorite Gray,Meteorite Gray,Clean (NY),Private Party,"$53,000",Has reserve,"[('526', '')]",['429']
2015,Ford,Mustang,E_Veloce,"Maple Valley, WA 98038",1FA6P8JZ5F5520133,"3,400",Coupe,5.2L V8,Rear-wheel drive,Manual (6-speed),Oxford White,Black,Clean (WA),Private Party,"$48,250",Has reserve,"[('526', '')]",['429']
2019,Ford,Mustang,Nni384,"Antelope, CA 95843",1FA6P8JZ7K5550017,"4,097",Coupe,5.2L V8,Rear-wheel drive,Manual (6-speed),Performance Blue,Black and Gray,Clean (CA),Private Party,"$47,000",Has reserve,"[('526', '')]",['429']
2017,Ford,Mustang,pinmaniac,"Jacksonville, FL 32207",1FATP8JZ0H5524015,"13,700",Coupe,5.2L V8,Rear-wheel drive,Manual (6-speed),Magnetic Gray Metallic,Black,Clean (SC),Dealer,"$45,000",Has reserve,"[('526', '')]",['429']
2016,Ford,Mustang,zjlanglois,"Houston, TX 77081",1FA6P8JZ1G5523290,"38,800",Coupe,5.2L V8,Rear-wheel drive,Manual (6-speed),Oxford White with Kona Blue stripes,Black,Clean (TX),Private Party,"$36,750",Has reserve,"[('526', '')]",['429']
2015,Ford,F-150,ForceFed4g63,"Aiken, SC 29803",1FTEW1EF4FFA06610,"40,000",Truck,5.0L V8,4WD/AWD,Automatic (6-Speed),Tuxedo Black,Black,Clean (SC),Private Party,"$37,000",Has reserve,"[('531', '')]",[]
2017,Audi,R8,JustinTime,"Castle Rock, CO 80109",WUAKBAFX1H7902112,"14,200",Coupe,5.2L V10,4WD/AWD,Automatic (7-speed),Suzuka Gray,Express Red,Clean (CO),Private Party,"$126,499",No reserve,"[('540', ''), ('610', '')]",['413']
2014,Nissan,GT-R,Ten48BASE,"Scottsdale, AZ 85260",JN1AR5EG6EM110132,"6,900",Coupe,3.8L Turbocharged V6,4WD/AWD,Automatic (6-Speed),Deep Blue Pearl,Blue/Gray,Clean (AZ),Private Party,"$66,000",Has reserve,"[('545', '')]",['463']
2012,Mercedes-Benz,E63 AMG,COTACAB,"Austin, TX 78758",WDDHH7EB6CA543730,"49,200",Wagon,5.5L Turbocharged V8,Rear-wheel drive,Automatic (7-Speed),Cuprite Brown,Almond,Clean (TX),Private Party,"$46,250",No reserve,"[('550', ''), ('', '604')]","['590', '743']"
2003,Mercedes-Benz,CL55 AMG,Yuri_Brabus,"Glendale, CA 91206",WDBPJ74J83A037186,"110,200",Coupe,5.5L Supercharged V8,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Black,Clean (CA),Private Party,"$16,750",Has reserve,"[('550', ''), ('493', '')]","['601', '516']"
2019,Cadillac,CT6-V,Josh19,"Ottawa, ON Canada",1G6KW5RJ3KU139876,"3,300",Sedan,4.2L V8,4WD/AWD,Automatic (10-speed),Black,Black,Clean (ON),Private Party,"$55,555",Has reserve,"[('550', '')]",['640']
2014,Porsche,911 Turbo,dallasmotorclub,"Fort Worth, TX 76119",WP1AC2A29ELA87571,"76,800",SUV/Crossover,4.8L Turbocharged V8,4WD/AWD,Automatic (8-Speed),Black,Carrera Red/Black,Clean (MO),Dealer,"$36,851",Has reserve,"[('550', '')]",['553']
